# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.476809692382812500e+01 2.208391278982162476e-01 8.097534179687500000e-01 2.819371819496154785e-01 1.713143539428710938e+01 2.208391278982162476e-01 8.097534179687500000e-01 2.819371819496154785e-01 1.459657549858093262e+00
1.000000000000000000e+03 3.065033815801143646e-03 4.534048028290271759e-03 5.261580459773540497e-03 2.639560494571924210e-03 3.843734739348292351e-03 4.534048028290271759e-03 5.261580459773540497e-03 2.639560494571924210e-03 1.393536925315856934e-01
2.000000000000000000e+03 7.109980797395110130e-04 4.514951142482459545e-04 6.789273465983569622e-04 4.469474370125681162e-04 1.770823961123824120e-03 4.514951142482459545e-04 6.789273465983569622e-04 4.469474370125681162e-04 7.942132651805877686e-02
3.000000000000000000e+03 2.999575808644294739e-04 3.813275543507188559e-05 6.624183151870965958e-05 5.815270196762867272e-05 1.050554332323372364e-03 3.813275543507188559e-05 6.624183151870965958e-05 5.815270196762867272e-05 3.168794885277748108e-02
4.000000000000000000e+03 1.528615539427846670e-04 1.989823249459732324e-05 7.720639587205369025e-06 1.023518962028902024e-05 7.089423015713691711e-04 1.989823249459732324e-05 7.720639587205369025e-06 1.023518962028902024e-05 1.300235744565725327e-02
5.000000000000000000e+03 1.413219259120523930e-03 1.480887876823544502e-04 6.913409742992371321e-05 5.553045775741338730e-05 1.410250551998615265e-03 1.480887876823544502e-04 6.913409742992371321e-05 5.553045775741338730e-05 1.724998839199542999e-02
6.000000000000000000e+03 7.458165055140852928e-05 1.544059341540560126e-05 2.186007350246654823e-06 4.273656031728023663e-06 4.283041926100850105e-04 1.544059341540560126e-05 2.186007350246654823e-06 4.273656031728023663e-06 7.122519891709089279e-03
7.000000000000000000e+03 6.662729720119386911e-05 1.356472785118967295e-05 9.914213023876072839e-07 5.031764885643497109e-06 3.663625102490186691e-04 1.356472785118967295e-05 9.914213023876072839e-07 5.031764885643497109e-06 6.237702444195747375e-03
8.000000000000000000e+03 1.179604223580099642e-04 1.500987764302408323e-05 2.922114617831539363e-06 8.143092600221280009e-06 4.012835852336138487e-04 1.500987764302408323e-05 2.922114617831539363e-06 8.143092600221280009e-06 6.741106044501066208e-03
9.000000000000000000e+03 6.198742630658671260e-05 1.086594966182019562e-05 1.046216311806347221e-06 3.742527724170940928e-06 2.974380331579595804e-04 1.086594966182019562e-05 1.046216311806347221e-06 3.742527724170940928e-06 4.921548999845981598e-03
1.000000000000000000e+04 3.990525874542072415e-05 8.893052836356218904e-06 1.188108626593020745e-06 2.203553549406933598e-06 2.651049871928989887e-04 8.893052836356218904e-06 1.188108626593020745e-06 2.203553549406933598e-06 4.331874195486307144e-03
1.100000000000000000e+04 1.291975204367190599e-04 9.747480362420901656e-06 2.393368276898399927e-06 3.562865913409041241e-06 3.110381076112389565e-04 9.747480362420901656e-06 2.393368276898399927e-06 3.562865913409041241e-06 4.659280646592378616e-03
1.200000000000000000e+04 8.994333620648831129e-05 1.286065071326447651e-05 1.822928197725559585e-06 7.734282917226664722e-06 2.610789379104971886e-04 1.286065071326447651e-05 1.822928197725559585e-06 7.734282917226664722e-06 5.323632620275020599e-03
1.300000000000000000e+04 3.095302963629364967e-05 6.532950010296190158e-06 1.194094693346414715e-06 1.948102635651594028e-06 2.098783006658777595e-04 6.532950010296190158e-06 1.194094693346414715e-06 1.948102635651594028e-06 3.661842085421085358e-03
1.400000000000000000e+04 2.934573603852186352e-05 6.313009635050548241e-06 9.921019454850465991e-07 2.661244934643036686e-06 1.945000840350985527e-04 6.313009635050548241e-06 9.921019454850465991e-07 2.661244934643036686e-06 3.431102726608514786e-03
1.500000000000000000e+04 8.691954280948266387e-05 1.633487227081786841e-05 6.388336714735487476e-06 3.067318857574719004e-06 2.181116869905963540e-04 1.633487227081786841e-05 6.388336714735487476e-06 3.067318857574719004e-06 6.131962407380342484e-03
1.600000000000000000e+04 8.959777187556028366e-05 7.968395038915332407e-06 4.293853180570295081e-06 1.001405871647875756e-05 2.619866281747817993e-04 7.968395038915332407e-06 4.293853180570295081e-06 1.001405871647875756e-05 5.589246284216642380e-03
1.700000000000000000e+04 4.915608951705507934e-05 8.574642379244323820e-06 3.226627086405642331e-06 1.697616198725881986e-06 1.814104034565389156e-04 8.574642379244323820e-06 3.226627086405642331e-06 1.697616198725881986e-06 4.846078809350728989e-03
1.800000000000000000e+04 2.873431367333978415e-05 5.033449724578531459e-06 1.928792244143551216e-06 1.268091864403686486e-06 1.636823290027678013e-04 5.033449724578531459e-06 1.928792244143551216e-06 1.268091864403686486e-06 3.353553591296076775e-03
1.900000000000000000e+04 3.091749749728478491e-05 6.839392426627455279e-06 2.483464186298078857e-06 1.398460312884708401e-06 1.493405434302985668e-04 6.839392426627455279e-06 2.483464186298078857e-06 1.398460312884708401e-06 4.225783515721559525e-03
2.000000000000000000e+04 1.176255973405204713e-04 1.604292629053816199e-05 5.802970008517149836e-06 3.271060904808109626e-06 1.727645721985027194e-04 1.604292629053816199e-05 5.802970008517149836e-06 3.271060904808109626e-06 5.572755355387926102e-03
2.100000000000000000e+04 1.202126586576923728e-04 1.216685268445871770e-05 2.453635715937707573e-06 4.704180355474818498e-06 1.893493463285267353e-04 1.216685268445871770e-05 2.453635715937707573e-06 4.704180355474818498e-06 3.823868697509169579e-03
2.200000000000000000e+04 3.163432484143413603e-05 4.451198037713766098e-06 1.382199911859061103e-06 3.382547902219812386e-06 1.435947488062083721e-04 4.451198037713766098e-06 1.382199911859061103e-06 3.382547902219812386e-06 4.415944684296846390e-03
2.300000000000000000e+04 2.285669033881276846e-04 2.152460911020170897e-05 1.371588041365612298e-05 2.664533712959382683e-05 3.852525260299444199e-04 2.152460911020170897e-05 1.371588041365612298e-05 2.664533712959382683e-05 1.165720634162425995e-02
2.400000000000000000e+04 4.788789738086052239e-05 6.170219876366900280e-06 2.467753802193328738e-06 1.884007360786199570e-06 1.254840899491682649e-04 6.170219876366900280e-06 2.467753802193328738e-06 1.884007360786199570e-06 4.155320581048727036e-03
2.500000000000000000e+04 2.197420144511852413e-05 3.179540499331778847e-06 1.029840859700925648e-06 2.247637894470244646e-06 1.123273832490667701e-04 3.179540499331778847e-06 1.029840859700925648e-06 2.247637894470244646e-06 3.496881341561675072e-03
2.600000000000000000e+04 3.402620204724371433e-04 3.788224057643674314e-05 1.437746232113568112e-05 1.084305040421895683e-05 2.332569856662303209e-04 3.788224057643674314e-05 1.437746232113568112e-05 1.084305040421895683e-05 8.812398649752140045e-03
2.700000000000000000e+04 4.430815897649154067e-05 3.783053216466214508e-06 9.994637366617098451e-07 3.040825276912073605e-06 1.229389308718964458e-04 3.783053216466214508e-06 9.994637366617098451e-07 3.040825276912073605e-06 3.016904462128877640e-03
2.800000000000000000e+04 7.485579408239573240e-05 9.890713045024313033e-06 4.172842182015301660e-06 2.455270532664144412e-06 1.250823697773739696e-04 9.890713045024313033e-06 4.172842182015301660e-06 2.455270532664144412e-06 5.155817139893770218e-03
2.900000000000000000e+04 2.066364104393869638e-04 2.165402293030638248e-05 9.586783562554046512e-06 6.494050467154011130e-06 2.166091726394370198e-04 2.165402293030638248e-05 9.586783562554046512e-06 6.494050467154011130e-06 7.347594946622848511e-03
3.000000000000000000e+04 5.290110711939632893e-04 8.558725312468595803e-06 6.361960458889370784e-06 1.082445123756770045e-05 5.244147032499313354e-04 8.558725312468595803e-06 6.361960458889370784e-06 1.082445123756770045e-05 5.987164564430713654e-03
3.100000000000000000e+04 2.102175858453847468e-05 2.867113153115496971e-06 7.696495458731078543e-07 2.197316007368499413e-06 8.942813292378559709e-05 2.867113153115496971e-06 7.696495458731078543e-07 2.197316007368499413e-06 2.867592964321374893e-03
3.200000000000000000e+04 2.764582168310880661e-04 2.733051587711088359e-05 1.198285735881654546e-05 1.162470653071068227e-05 2.118772099493071437e-04 2.733051587711088359e-05 1.198285735881654546e-05 1.162470653071068227e-05 8.864854462444782257e-03
3.300000000000000000e+04 5.970998972770757973e-05 5.977570253890007734e-06 9.398092402079782914e-07 2.436061095067998394e-06 1.047464465955272317e-04 5.977570253890007734e-06 9.398092402079782914e-07 2.436061095067998394e-06 2.497522626072168350e-03
