# x, y
-1.000000000000000000e+00 1.000000000000000000e+00 3.216104005332454108e-08
1.000000000000000000e+00 1.000000000000000000e+00 -3.216104005332454108e-08
-1.000000000000000000e+00 2.500000000000000000e-01 6.808492258869591751e-08
-1.000000000000000000e+00 1.562500000000000000e-01 7.477666486011003144e-08
1.000000000000000000e+00 3.125000000000000000e-01 -6.395985963081329828e-08
-1.000000000000000000e+00 1.250000000000000000e-01 7.715032523947229492e-08
-1.000000000000000000e+00 7.500000000000000000e-01 4.129559627585877024e-08
-1.000000000000000000e+00 8.125000000000000000e-01 3.879362253655926907e-08
1.000000000000000000e+00 7.812500000000000000e-01 -4.002506415190509870e-08
-1.000000000000000000e+00 5.000000000000000000e-01 5.302459626932432002e-08
-1.000000000000000000e+00 6.250000000000000000e-01 4.679403886598265672e-08
1.000000000000000000e+00 2.812500000000000000e-01 -6.599017154940156615e-08
-1.000000000000000000e+00 3.750000000000000000e-01 6.008473718566165189e-08
-1.000000000000000000e+00 9.375000000000000000e-01 3.423524930212806794e-08
1.000000000000000000e+00 3.125000000000000000e-02 -8.473305257439278648e-08
-1.000000000000000000e+00 8.750000000000000000e-01 3.644323598450682766e-08
-1.000000000000000000e+00 6.875000000000000000e-01 4.395893427044939017e-08
1.000000000000000000e+00 4.375000000000000000e-01 -5.644438871854617901e-08
-1.000000000000000000e+00 5.312500000000000000e-01 5.139319725344648759e-08
-1.000000000000000000e+00 1.875000000000000000e-01 7.247602695770183345e-08
1.000000000000000000e+00 5.625000000000000000e-01 -4.981199808185010625e-08
-1.000000000000000000e+00 6.250000000000000000e-02 8.212609969859840930e-08
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.000000000000000000e-01 0.000000000000000000e+00 -1.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00 1.000000000000000000e+00
-7.500000000000000000e-01 0.000000000000000000e+00 -7.071067690849304199e-01
2.500000000000000000e-01 0.000000000000000000e+00 7.071067690849304199e-01
-2.500000000000000000e-01 0.000000000000000000e+00 -7.071067690849304199e-01
7.500000000000000000e-01 0.000000000000000000e+00 7.071067690849304199e-01
-8.750000000000000000e-01 0.000000000000000000e+00 -3.826832771301269531e-01
1.250000000000000000e-01 0.000000000000000000e+00 3.826834559440612793e-01
-3.750000000000000000e-01 0.000000000000000000e+00 -9.238795042037963867e-01
-1.000000000000000000e+00 1.000000000000000000e+00 3.216104005332454108e-08
