0.0,0.099868834,1.0251999e-05,2.3543835e-06,0.06835115
0.1,0.093435764,0.0066446066,0.00014477968,0.06395459
0.2,0.08698022,0.012761235,0.000323385,0.059493423
0.3,0.08095181,0.018417656,0.0005739033,0.055060446
0.4,0.075303435,0.023679256,0.00089657307,0.050722957
0.5,0.070031404,0.02853185,0.0013054311,0.046530128
0.6,0.065138936,0.032962203,0.0017957091,0.042515814
0.7,0.060606062,0.036990404,0.002348423,0.038702726
0.8,0.056400716,0.040650427,0.0029470623,0.035103798
0.90000004,0.052492023,0.043971777,0.0035824478,0.03172493
1.0,0.04885435,0.046976924,0.0042539835,0.028566599
1.1,0.045467734,0.049682915,0.0049625933,0.025624871
1.2,0.042315185,0.052107453,0.0057092905,0.022892892
1.3000001,0.039381206,0.054268777,0.0064933,0.020362139
1.4,0.03665197,0.05618596,0.007311851,0.01802212
1.5,0.03411293,0.057878613,0.008161128,0.015862525
1.6,0.031751633,0.059365153,0.009036571,0.013871849
1.7,0.029555023,0.06066239,0.009934336,0.012039065
1.8000001,0.027511239,0.061786294,0.010850817,0.010353565
1.9,0.025609493,0.0627507,0.011783302,0.0088047385
2.0,0.023839295,0.06356835,0.012728184,0.007382393
2.1000001,0.022191167,0.06425035,0.013683915,0.006077111
2.2,0.020656288,0.06480783,0.014648527,0.004880309
2.3,0.019226253,0.06524968,0.0156205,0.0037834048
2.4,0.01789397,0.06558478,0.016598254,0.0027788877
2.5,0.016651869,0.06582171,0.017580658,0.0018593669
2.6000001,0.015494406,0.06596851,0.01856628,0.0010182858
2.7,0.014415026,0.06603241,0.019554406,0.00024944544
2.8,0.013408899,0.06602049,0.02054426,-0.0004528165
2.9,0.012471318,0.065939546,0.021534681,-0.001093626
3.0,0.011597514,0.06579602,0.022524714,-0.0016780496
3.1000001,0.010783672,0.06559557,0.023513377,-0.0022101402
3.2,0.010026276,0.065343976,0.02450031,-0.0026943684
3.3,0.009321392,0.06504637,0.025483996,-0.0031343102
3.4,0.008666098,0.06470716,0.026463866,-0.0035336018
3.5,0.008057117,0.064330876,0.027439207,-0.0038950443
3.6000001,0.0074912906,0.06392169,0.028409064,-0.004222095
3.7,0.006965995,0.06348288,0.02937293,-0.004516959
3.8,0.006478548,0.06301701,0.030329913,-0.0047825575
3.9,0.0060259104,0.06252766,0.031279802,-0.0050207376
